Sample	posterior	likelihood	prior	treeLikelihood.h3n2_2deme	treeHeight.t:h3n2_2deme	treeLength.t:h3n2_2deme	Tree.t:h3n2_2deme.length_HongKong	Tree.t:h3n2_2deme.length_NewZealand	Tree.t:h3n2_2deme.count_HongKong_to_NewZealand	Tree.t:h3n2_2deme.count_NewZealand_to_HongKong	Tree.t:h3n2_2deme.count_HongKong	Tree.t:h3n2_2deme.count_NewZealand	rootTypeLogger.t:h3n2_2deme	migModel.t:h3n2_2deme.popSizeScaleFactor	migModel.t:h3n2_2deme.popSize_HongKong	migModel.t:h3n2_2deme.popSize_NewZealand	migModel.t:h3n2_2deme.rateMatrixScaleFactor	migModel.t:h3n2_2deme.rateMatrix_backward_HongKong_NewZealand	migModel.t:h3n2_2deme.rateMatrix_backward_NewZealand_HongKong	migModel.t:h3n2_2deme.rateMatrix_forward_HongKong_NewZealand	migModel.t:h3n2_2deme.rateMatrix_forward_NewZealand_HongKong	clockRate.c:h3n2_2deme	kappa.s:h3n2_2deme	freqParameter.s:h3n2_2deme.1	freqParameter.s:h3n2_2deme.2	freqParameter.s:h3n2_2deme.3	freqParameter.s:h3n2_2deme.4	gammaShape.s:h3n2_2deme
745000	-4660.700400128825	-4620.04898707285	-40.65141305597495	-4620.04898707285	6.854462339229863	38.81052460153125	31.948207619385794	6.862316982145467	0	10	39	20	0	0.5245219251201646	3.0400389195882966	0.5836734687642315	0.0011529347596402686	1.9506579364354242E-13	1.2036123677745336	0.23108803022878135	1.0159920508504168E-12	0.004322267694576349	2.0	0.25	0.25	0.25	0.25	0.22652687900903765
746000	-4657.715292173463	-4619.870393882382	-37.844898291080995	-4619.870393882382	6.557872810727779	38.12842100374239	32.16461119550232	5.963809808240076	0	10	39	20	0	0.3375193064994812	5.719448510912328	0.38621071476463203	0.00243083576858591	4.1085718444153823E-13	2.535107664681162	0.17118534091421192	6.084441528723175E-12	0.003912593604122201	2.0	0.25	0.25	0.25	0.25	0.178037793566312
747000	-4662.918850654349	-4623.626580827596	-39.29226982675287	-4623.626580827596	6.6015368559936105	38.266565662108654	31.58969806327716	6.6768675988315005	0	11	40	19	0	0.644088551627511	2.786331252265472	0.4157516779769238	0.005199672816668685	8.503331620910097E-13	2.06472446854116	0.30807990315510875	5.698858212433744E-12	0.004666135909960791	2.0	0.25	0.25	0.25	0.25	0.178037793566312
748000	-4647.873501082349	-4607.133794567106	-40.73970651524326	-4607.133794567106	6.647757987879784	39.13373908026753	30.65841027433344	8.475328805934087	0	9	38	21	0	0.6204491336380726	3.0510644889139305	0.4247718920221981	0.00273683415838973	4.0458598268937494E-13	1.0878221388869769	0.15144755864637202	2.9060725242888454E-12	0.00409351507634448	2.0	0.25	0.25	0.25	0.25	0.178037793566312
749000	-4671.065261963973	-4618.610963132558	-52.45429883141474	-4618.610963132558	6.651310495403739	40.877253804462036	29.478621793532287	11.398632010929743	0	8	37	22	0	0.5721729532736284	3.02641026351015	0.8867722915769493	0.002641586916743868	3.9368678914644573E-13	1.0585171591316225	0.3101574489732175	1.3435892738172815E-12	0.004078396952913133	2.0	0.25	0.25	0.25	0.25	0.178037793566312
750000	-4663.309725090853	-4616.145241131433	-47.1644839594199	-4616.145241131433	6.682282450700618	39.24407708481576	31.20166179782711	8.042415286988643	0	10	39	20	0	0.4765843883753342	3.76039109012899	0.7070118281323594	0.004988672079464998	2.5278292550617978E-12	2.190005265933905	0.4117549450512904	1.3444791487027626E-11	0.004349626036508092	2.0	0.25	0.25	0.25	0.25	0.178037793566312
751000	-4656.141961848799	-4611.2297972818515	-44.91216456694767	-4611.2297972818515	6.866798393608431	39.97794315327763	31.727852593142778	8.250090560134836	0	10	39	20	0	0.5280593350830317	3.7835829365168423	0.45627196284544264	0.002353329274341746	7.617878009469686E-12	1.0267720906035551	0.12382107780776999	6.317037994039498E-11	0.004291837100291229	2.0	0.25	0.25	0.25	0.25	0.20170661780918422
752000	-4648.9263459718895	-4610.11246029547	-38.813885676420206	-4610.11246029547	6.931955225218811	39.39563402153844	32.76426334260087	6.6313706789375795	0	11	40	19	0	0.4960359841710647	3.7783809791382206	0.45564464547362704	0.0025175972161478035	5.1212652990824485E-12	1.6459130246156084	0.1984848697688644	4.246750529694028E-11	0.004558302117512247	2.0	0.25	0.25	0.25	0.25	0.20170661780918422
753000	-4652.553832768156	-4609.265117374138	-43.2887153940184	-4609.265117374138	7.4407238478967495	40.272568783224415	33.46508872874941	6.807480054475003	0	11	40	19	0	0.6815916382021854	3.7895823267927895	0.2786741628187248	0.0017926573484660809	4.306233115559116E-12	0.9507405913288411	0.0699145223665255	5.855880123478808E-11	0.003949364234967077	2.0	0.25	0.25	0.25	0.25	0.20170661780918422
754000	-4654.3687990317285	-4608.215082541179	-46.153716490549265	-4608.215082541179	6.8593746503930415	39.67768091394544	32.7318836442684	6.945797269677019	0	11	40	19	0	0.7286422996938168	3.798512356006713	0.3612388369592292	0.0034731736181075933	3.6080541076184454E-11	1.8376764377388486	0.17476318012403166	3.7939547763731355E-10	0.0043988901178774525	2.0	0.25	0.25	0.25	0.25	0.20170661780918422
755000	-4647.955691675715	-4615.363695547704	-32.59199612801014	-4615.363695547704	7.079226090559428	38.3672004960176	31.987724243695908	6.379476252321696	0	11	40	19	0	0.48099029264711535	3.376444403202357	0.3680786538669138	0.0038076054671192074	1.1571937145247344E-11	1.063479592063307	0.11593383154490422	1.0615123153109313E-10	0.003949049535786456	2.0	0.25	0.25	0.25	0.25	0.19508575477487958
756000	-4646.632766032696	-4612.954578531388	-33.678187501308855	-4612.954578531388	7.092372828897876	38.6178414003716	32.5104079229368	6.107433477434808	0	11	40	19	0	0.4448539567371599	3.2703803641536915	0.3697254287129122	0.005435600029929847	1.1778932428318027E-11	1.5114229823124863	0.17087049452323919	1.0418972116244683E-10	0.004503195180300575	2.0	0.25	0.25	0.25	0.25	0.3399484020532301
757000	-4655.683400926087	-4614.974777763747	-40.70862316234031	-4614.974777763747	7.379323267205164	39.5021643981125	33.83544621661913	5.6667181814933585	0	11	40	19	0	0.48845473477950724	4.135856098809218	0.5371785844078869	0.006673775353446381	2.1932016019763506E-11	2.764137441528807	0.3590152564487899	1.6885941630473639E-10	0.004208065515985913	2.0	0.25	0.25	0.25	0.25	0.3399484020532301
758000	-4655.760471536514	-4607.927711742034	-47.832759794479486	-4607.927711742034	7.25247255906836	41.11757808338129	34.480974966298376	6.6366031170829105	0	11	40	19	0	0.5494366675464288	3.1777881898229565	0.41490519746731397	0.006074937318782656	1.485555001272677E-11	1.6757792810497303	0.21879668876052696	1.1377970599533502E-10	0.003643211034369455	2.0	0.25	0.25	0.25	0.25	0.3399484020532301
759000	-4648.345446075514	-4609.033528728673	-39.31191734684005	-4609.033528728673	7.35946668965592	39.65436866309077	33.35451293539441	6.29985572769636	0	11	40	19	0	0.6041192649545314	3.1250950641752926	0.4136930299744396	0.008939904832168005	4.134045733240627E-12	2.4656859789168624	0.32640194382464166	3.122916022255304E-11	0.004847193308747596	2.0	0.25	0.25	0.25	0.25	0.3399484020532301
760000	-4649.475843500094	-4606.838104288838	-42.63773921125595	-4606.838104288838	7.221475253152495	39.12661518990392	31.443120812448324	7.683494377455574	0	11	40	19	0	0.5250762985722152	3.0942939833570358	0.5147031884125849	0.004940659476770413	2.430076890936029E-12	1.29638259209172	0.2156395795425585	1.4609142651533014E-11	0.004899379558689408	2.0	0.25	0.25	0.25	0.25	0.3399484020532301
761000	-4647.2764323601	-4610.237243060761	-37.039189299339014	-4610.237243060761	7.1139472704811775	38.094211040344746	31.153260990125236	6.940950050219509	0	11	40	19	0	0.4965111284854574	2.8315460588552166	0.5154748694382627	0.004961730718809585	2.677911345329376E-12	2.362255363473084	0.4300418392482121	1.4709988333852657E-11	0.005003244936686388	2.0	0.25	0.25	0.25	0.25	0.3399484020532301
762000	-4644.386451680021	-4607.963098403095	-36.423353276926946	-4607.963098403095	7.085307191285402	37.46298946244504	30.604089686265116	6.858899776179924	0	11	40	19	0	0.5349291618317819	2.812055392537513	0.42994694546126505	0.023800428918483277	1.6238258630711555E-11	1.1240904094171535	0.17186689822460913	1.0620585453612699E-10	0.0044885866996905305	2.0	0.25	0.25	0.25	0.25	0.3399484020532301
763000	-4636.401320933855	-4605.106292076289	-31.295028857566074	-4605.106292076289	6.953499639435483	36.44202248806844	30.086955996689372	6.355066491379072	0	11	40	19	0	0.4072524156103172	3.2441601088808323	0.5476757073606834	0.021457063761625716	3.122982115547904E-11	0.971965085911279	0.1640861264828224	1.8499001989395334E-10	0.004504446859183908	2.0	0.25	0.25	0.25	0.25	0.14154560305215524
764000	-4644.903998485555	-4611.3326542885525	-33.5713441970026	-4611.3326542885525	7.040676764929156	36.79209987288568	30.204050690205307	6.588049182680381	0	11	40	19	0	0.5826863041248785	2.281705062830765	0.3729043537830215	0.015123388958997657	2.7816587638407768E-11	0.6851702765799995	0.11197896843968637	1.702024881215545E-10	0.004676923618659274	2.0	0.25	0.25	0.25	0.25	0.14154560305215524
765000	-4639.38392688551	-4606.183920431453	-33.20000645405676	-4606.183920431453	6.955681172840322	37.735705863657195	31.015241310420645	6.720464553236557	0	11	40	19	0	0.545670553121255	3.0419547273106575	0.3772604100509767	0.05073289046413925	1.4572800194405456E-10	1.3476303484595507	0.16713186862792845	1.175045068618129E-9	0.004393082275549962	2.0	0.25	0.25	0.25	0.25	0.14154560305215524
766000	-4643.4685772001385	-4608.136129381192	-35.33244781894604	-4608.136129381192	6.974636084236354	37.867795847575046	32.14142743481875	5.726368412756283	0	11	40	19	0	0.6050724761554931	3.0262588905852974	0.17310314067607668	0.06494993993544453	7.877171998715069E-11	1.5782005280947582	0.09027366061765076	1.3771189650677183E-9	0.004326885087678174	2.0	0.25	0.25	0.25	0.25	0.14154560305215524
767000	-4657.31991066529	-4614.007546377158	-43.312364288131576	-4614.007546377158	7.084737773731243	38.81474387599349	31.129677484928738	7.685066391064761	0	10	39	20	0	0.6844307626084764	2.6183980458506584	0.4292594898100896	0.042758001731128883	1.5941103021072249E-10	0.9132726405305759	0.14972167747868387	9.723757771213407E-10	0.004349853461707154	2.0	0.25	0.25	0.25	0.25	0.14154560305215524
768000	-4665.5768904313845	-4617.698381356241	-47.8785090751436	-4617.698381356241	7.020453334493297	37.8060891247028	29.12206921110979	8.68401991359302	0	10	39	20	0	0.7309711340741981	1.873383491159732	0.7258563766277935	0.10209562081086072	3.8116207188594313E-10	1.3293335341725092	0.5150601716079738	9.8375209741186E-10	0.0037880804088316383	2.0	0.25	0.25	0.25	0.25	0.14154560305215524
769000	-4674.514658722314	-4627.299922879039	-47.214735843275534	-4627.299922879039	6.99016607195902	37.999745239072375	29.72981184425313	8.269933394819233	0	10	39	20	0	0.5802543032217666	2.672344626434735	0.7238335717332232	0.09769962109706566	1.2065875544818324E-9	1.177670289204422	0.3189847908561853	4.454639703739726E-9	0.004529190531498063	2.0	0.25	0.25	0.25	0.25	0.2578414088043442
770000	-4654.869220149683	-4603.450330321827	-51.41888982785587	-4603.450330321827	6.951866242103894	38.52270802185574	28.618420442221183	9.904287579634552	0	9	38	21	0	0.5828586635204323	2.679441188631721	0.7257557526941885	0.15158457970353728	3.915458858996097E-9	0.6735026454078273	0.18242550776383853	1.4455609480518712E-8	0.004419910501157085	2.0	0.25	0.25	0.25	0.25	0.2578414088043442
771000	-4654.564940453155	-4606.323130119546	-48.24181033360941	-4606.323130119546	6.750814578384741	37.73228130395376	28.37495306516407	9.357328238789705	0	10	39	20	0	0.5397126901188318	2.3680056755361756	0.7327374857334381	0.14815635110405279	3.790443186039332E-9	1.0735346245982613	0.33218630757623085	1.2249668062708963E-8	0.004793100594243887	2.0	0.25	0.25	0.25	0.25	0.2578414088043442
772000	-4663.125419258547	-4608.063890121071	-55.06152913747528	-4608.063890121071	6.7021862022715535	37.957529630404956	29.505085975185448	8.452443655219493	0	10	39	20	0	0.7334480896984101	2.0737372447365896	0.7001967282195196	0.179571477502564	4.595364149846744E-9	0.4965233807061716	0.16765096327288911	1.3609857639433096E-8	0.004409972840049004	2.0	0.25	0.25	0.25	0.25	0.2578414088043442
773000	-4659.317866206588	-4606.081741952911	-53.236124253676806	-4606.081741952911	6.631699452602654	37.401869454876525	28.993179013942065	8.408690440934453	0	10	39	20	0	0.9788190426993295	2.0660207426172263	0.6975912537067813	0.5005901633505174	2.7933308109870945E-9	1.3893245482875023	0.4691049966021795	8.272866618991319E-9	0.004586347820974545	2.0	0.25	0.25	0.25	0.25	0.2578414088043442
774000	-4654.774332970989	-4610.994838003749	-43.77949496724028	-4610.994838003749	6.63656234490208	35.801745571030054	27.435374305070805	8.366371265959256	0	11	40	19	0	0.6631765308373818	2.3597106822558422	0.3291725777558576	0.5987452908445758	1.5601858207871103E-9	1.0071577424470992	0.14049549073157822	1.1184367703758182E-8	0.005432721296212676	2.0	0.25	0.25	0.25	0.25	0.2578414088043442
775000	-4650.272704002957	-4610.683307899454	-39.58939610350232	-4610.683307899454	6.637535349102885	35.786188207840794	26.99856050290733	8.787627704933472	0	11	40	19	0	0.4924370572528307	2.368615831244033	0.6288795589837386	0.5904737963872919	3.2226300558429917E-10	1.2802711119737902	0.3399184965570495	1.2137733623983044E-9	0.005069559594027485	2.0	0.25	0.25	0.25	0.25	0.2578414088043442
776000	-4656.722339390067	-4612.487348949809	-44.23499044025833	-4612.487348949809	6.789116689273314	36.43413413130074	28.60032911762675	7.833805013673989	0	12	41	18	0	0.637559763250302	2.365743721095031	0.39493316039998166	0.6137974543358408	1.343657810468332E-9	1.332457393830161	0.22243813011161323	8.048830402583486E-9	0.005079528374483833	2.0	0.25	0.25	0.25	0.25	0.2578414088043442
777000	-4645.630468029276	-4611.2547120444115	-34.375755984864355	-4611.2547120444115	6.751725855285185	35.936670041312425	28.952787816658972	6.983882224653451	0	9	38	21	0	0.5405686203688431	2.4213696152674986	0.483709715428333	0.8066512762288298	2.273438522809992E-9	1.7387584105858795	0.34734653093852497	1.1380451509922882E-8	0.004766490986213879	2.0	0.25	0.25	0.25	0.25	0.2578414088043442
778000	-4648.483766501262	-4614.0432872913625	-34.4404792098991	-4614.0432872913625	6.700056540204321	36.54780163967243	29.065765720482883	7.482035919189559	0	9	38	21	0	0.5869478191407036	2.401702355720171	0.3887843606143624	2.486623327252146	7.065604065163335E-9	1.2417423431317642	0.20101158737361544	4.3647532274892424E-8	0.004709185592581599	2.0	0.25	0.25	0.25	0.25	0.21226556754706333
779000	-4651.952027394893	-4614.893544832111	-37.058482562782345	-4614.893544832111	6.872931477767314	36.75039957996654	28.88852001545428	7.86187956451227	0	9	38	21	0	0.7735121626230472	2.4024037284475908	0.35945383244253537	2.886696994746837	8.276784928785303E-9	0.8257286537020225	0.12354764755655938	5.531775482085436E-8	0.0048977630576461165	2.0	0.25	0.25	0.25	0.25	0.21226556754706333
780000	-4656.7977471046615	-4605.835240211892	-50.962506892769994	-4605.835240211892	6.858877003662583	40.0993597123607	30.904057663404657	9.19530204895604	0	10	39	20	0	0.9165905164567306	1.7581721999025566	0.5306757602378238	4.174861322149718	1.1252384917181511E-8	1.1977629228605158	0.36152531004011457	3.72800716111949E-8	0.004443766741282253	2.0	0.25	0.25	0.25	0.25	0.21226556754706333
781000	-4658.78399004078	-4614.036070522118	-44.74791951866171	-4614.036070522118	6.841256637979407	37.86233688787235	28.924623630023415	8.937713257848937	0	10	39	20	0	1.1272622319205514	1.2084225550107432	0.4275802895459674	6.02000569347735	2.409544891911985E-8	0.6221623422762644	0.220141831474436	6.809828389866265E-8	0.004359744747574593	2.0	0.25	0.25	0.25	0.25	0.21226556754706333
782000	-4659.16695400793	-4617.181639601724	-41.9853144062066	-4617.181639601724	7.0020375695054415	38.76626579899311	32.26718139930387	6.4990843996892504	0	12	41	18	0	1.4915863578252893	1.2502094574278813	0.23655853808161198	13.237855611225966	2.069422103060489E-8	1.750518150113757	0.3312245096339192	1.0936874676507932E-7	0.0045681868223728245	2.0	0.25	0.25	0.25	0.25	0.21226556754706333
783000	-4653.827902607199	-4611.306488436915	-42.52141417028386	-4611.306488436915	6.857144777369171	38.43138539072211	31.419618744255967	7.011766646466137	0	13	42	17	0	1.1548766648517	1.2369292502399793	0.20823492461611287	12.782881007862963	1.4043647082040436E-8	1.7085026027631867	0.28762349230871626	8.342019422460997E-8	0.0042105048129529735	2.0	0.25	0.25	0.25	0.25	0.21226556754706333
784000	-4661.990237773167	-4610.636715458231	-51.35352231493547	-4610.636715458231	7.1415988824252485	40.659507104067636	33.63107653329175	7.028430570775886	0	12	41	18	0	1.249231461204951	1.7421015523132715	0.251164451290049	17.77686299511586	8.587377920038539E-8	2.3684485220104126	0.34146693265359135	5.956290521194693E-7	0.004493083633828008	2.0	0.25	0.25	0.25	0.25	0.27842670642939193
785000	-4664.855648367795	-4621.631274682058	-43.224373685737504	-4621.631274682058	7.141427396599987	39.17219050885907	31.840725634003405	7.33146487485566	0	12	41	18	0	0.9058152466183125	1.8045702595587214	0.3618761412410585	12.43810394972983	8.727278992067385E-8	1.6565130962963892	0.3321857733317636	4.3520382587105844E-7	0.003822485722191202	2.0	0.25	0.25	0.25	0.25	0.3071130604959458
786000	-4658.71718463425	-4622.438050713716	-36.27913392053385	-4622.438050713716	7.093625090623778	37.8527584004098	31.810026395704973	6.0427320047048365	0	12	41	18	0	0.8216318684047571	1.6091399002441718	0.366970005016653	10.256586527723698	1.3615251699095833E-7	1.508412767860677	0.34399882875629473	5.970200414578336E-7	0.004276699521652782	2.0	0.25	0.25	0.25	0.25	0.3071130604959458
787000	-4669.927193660168	-4621.559312961827	-48.3678806983411	-4621.559312961827	7.0848143534054	38.140739425360124	28.196399465502765	9.94433995985737	0	10	39	20	0	1.0751949478301177	1.5969991927561784	0.4175390618346149	3.4562953396962484	8.812335819294025E-8	0.9531996535818081	0.24921621181958384	3.370533316780616E-7	0.004047848145562391	2.0	0.25	0.25	0.25	0.25	0.3071130604959458
788000	-4670.005947384654	-4617.483297975311	-52.5226494093435	-4617.483297975311	7.126004006049114	39.15812074644125	29.92273793937995	9.235382807061303	0	10	39	20	0	1.0744090184850865	1.6723833159523327	0.5120012408021337	2.589664482868065	6.083479198574293E-8	0.7168689386820917	0.21946989221710292	1.987086808363906E-7	0.004079596976280398	2.0	0.25	0.25	0.25	0.25	0.3071130604959458
789000	-4665.672735471315	-4613.746829142263	-51.92590632905184	-4613.746829142263	6.971474739214741	38.59252359034838	28.683642849906875	9.90888074044151	0	10	39	20	0	1.0775451778787204	1.529080251725597	0.5577455678011273	3.316472427042302	2.850588686667415E-8	1.176649019418507	0.42919315366057503	7.81499507698417E-8	0.004288274219728543	2.0	0.25	0.25	0.25	0.25	0.3071130604959458
790000	-4676.042394058961	-4615.881207848003	-60.16118621095778	-4615.881207848003	7.06872596062127	41.01085996227659	30.79090731905343	10.219952643223163	0	9	38	21	0	1.0581538788127482	1.5325303517188078	0.5590040223377759	1.2082605519052214	1.0361913385511947E-8	0.6894524343013607	0.2514838832084333	2.8407571556941415E-8	0.003942074780305693	2.0	0.25	0.25	0.25	0.25	0.3071130604959458
791000	-4673.923447505561	-4619.011754472045	-54.91169303351606	-4619.011754472045	6.973199781782758	38.60309636702885	27.889718412957635	10.713377954071202	0	9	38	21	0	1.2871055805317213	1.439248211997333	0.5473556958529925	2.719202241394419	1.1752740799803674E-7	1.061825124479578	0.4038191779840034	3.0903325406754453E-7	0.003908493180672376	2.0	0.25	0.25	0.25	0.25	0.3071130604959458
792000	-4667.392570862982	-4619.260099895886	-48.13247096709636	-4619.260099895886	6.84849355688513	38.53605500400111	29.6565339314076	8.879521072593501	0	10	39	20	0	0.9502421220915763	1.6145128067839065	0.4855910918452851	3.572652882937508	5.599504054297348E-8	1.4117906295256266	0.4246190865552229	1.861745645486815E-7	0.004549197371877437	2.0	0.25	0.25	0.25	0.25	0.3071130604959458
793000	-4663.18416751631	-4617.678155742733	-45.50601177357656	-4617.678155742733	6.832994844102988	37.12587188380358	28.64145299290121	8.484418890902363	0	9	38	21	0	0.9388123561285272	1.553040729695558	0.5372349870819997	6.387740606738962	1.562035771090911E-7	1.2930524971778607	0.4472986627684079	4.515538325085516E-7	0.004730867764272296	2.0	0.25	0.25	0.25	0.25	0.3071130604959458
794000	-4657.757630295252	-4616.231182852994	-41.5264474422585	-4616.231182852994	6.799023263011087	37.52041016348355	29.72274609354333	7.797664069940213	0	10	39	20	0	0.8545841025560705	1.7726903613496592	0.37838696864425075	11.064716557062647	1.8513637164151186E-7	1.836159288897519	0.39193463360681735	8.673381716078898E-7	0.004238199299031414	2.0	0.25	0.25	0.25	0.25	0.3071130604959458
795000	-4661.441240266315	-4613.24223547794	-48.19900478837464	-4613.24223547794	6.721486519538814	38.09546662590511	30.19870800040883	7.896758625496283	0	10	39	20	0	0.9127248842723686	1.793405901893603	0.4355071327651283	10.849082226894193	1.100938615641915E-7	2.1179173432314133	0.514310847650468	4.5336336936176097E-7	0.004603481220136207	2.0	0.25	0.25	0.25	0.25	0.3824137112743
796000	-4659.443016396727	-4614.265382422156	-45.17763397457097	-4614.265382422156	6.726428957730334	38.748790254300786	31.003282772860693	7.745507481440104	0	11	40	19	0	0.8587769013451717	2.080750306814222	0.4406153882346878	14.987298767740215	8.90492595895885E-8	1.2259280066254272	0.2595999831493801	4.2052383815956E-7	0.004574211316499247	2.0	0.25	0.25	0.25	0.25	0.3905034368709714
797000	-4661.733195734973	-4613.507943785936	-48.225251949037165	-4613.507943785936	6.718320910949854	39.705760520429536	32.42791073793369	7.277849782495819	0	11	40	19	0	0.9704084774062307	2.0551014144361757	0.2471452524517305	14.461294348598273	8.699630816906838E-8	1.1976653275840028	0.14403050752589783	7.234055042343825E-7	0.004556535361675606	2.0	0.25	0.25	0.25	0.25	0.3905034368709714
798000	-4670.669016489844	-4615.838614418369	-54.83040207147509	-4615.838614418369	6.755075100260258	39.58944696653026	29.96376889435699	9.625678072173276	0	10	39	20	0	0.9767068242036716	2.1845362320072335	0.34637800226444476	9.892471013814504	1.6103891925600693E-7	0.38702087127521534	0.06136566391658276	1.015639999013141E-6	0.004228362714218907	2.0	0.25	0.25	0.25	0.25	0.3905034368709714
799000	-4665.424322612087	-4614.024871579781	-51.39945103230607	-4614.024871579781	6.838122389824347	39.451124209130825	31.224487155085953	8.22663705404487	0	10	39	20	0	1.045844104206136	2.1687097023230137	0.22341467804258316	31.725319372801252	1.2515451683053285E-7	1.3411602800883693	0.13816274804252948	1.2148880159440185E-6	0.004459479219929781	2.0	0.25	0.25	0.25	0.25	0.11521544951827906
800000	-4671.412750723579	-4618.419069546739	-52.99368117684036	-4618.419069546739	7.0091222943209015	39.93331142080926	30.316157598424905	9.617153822384351	0	9	38	21	0	0.8633053377731086	2.1368715613776357	0.6454638495793841	37.74033341946308	4.014317460776645E-7	0.6265435976967174	0.18925388395263085	1.3289792799186498E-6	0.004294522708761522	2.0	0.25	0.25	0.25	0.25	0.02823358073788587
801000	-4669.833985536066	-4625.183194708271	-44.650790827795234	-4625.183194708271	6.890180385585516	38.43967191125785	29.141750763765152	9.297921147492701	0	9	38	21	0	0.7256187711060976	2.093461021550648	0.6061173204558997	52.24299880591124	2.9275429317354046E-7	0.8700815334393749	0.2519136884792843	1.01114038646749E-6	0.005121011622011468	2.0	0.25	0.25	0.25	0.25	0.02823358073788587
802000	-4655.418325623894	-4614.205228174146	-41.21309744974775	-4614.205228174146	6.824156799393828	37.96975180799014	28.76891410991179	9.20083769807836	0	9	38	21	0	0.6212898428178674	2.2004162614819776	0.4840869329070789	14.908236803123055	1.1086801915556842E-8	0.6474732491827253	0.14244274813945856	5.039503767705206E-8	0.004422787162837742	2.0	0.25	0.25	0.25	0.25	0.029846200232783126
803000	-4654.86600405405	-4608.71975201461	-46.14625203944005	-4608.71975201461	6.9126007874684765	38.72514477401128	29.421851478361923	9.303293295649343	0	10	39	20	0	0.5172927947609256	3.050171838758339	0.4503374728786924	25.055104388124114	5.212552064099938E-8	0.9310883379433	0.13746896611139703	3.5305033383846457E-7	0.003662210397588945	2.0	0.25	0.25	0.25	0.25	0.042953306722879565
804000	-4652.319943463777	-4607.063880958909	-45.256062504867735	-4607.063880958909	6.82458351060164	38.483244816179756	29.923864661521055	8.559380154658701	0	9	38	21	0	0.5266924343659802	3.6583770769297326	0.4168684256995325	26.347666411003072	8.41325088989469E-8	0.7315671755154683	0.08336135131442725	7.383347430643253E-7	0.0044165751186195455	2.0	0.25	0.25	0.25	0.25	0.042953306722879565
805000	-4647.018413920327	-4607.706475062009	-39.31193885831682	-4607.706475062009	6.903863287636731	37.507107764010684	29.274410403281635	8.232697360729048	0	10	39	20	0	0.6158943402338306	3.283162537830074	0.4169506086107849	20.061281232932917	2.2479198387028067E-8	0.8237193026250756	0.10460958316762824	1.7700624606506882E-7	0.00400819057195376	2.0	0.25	0.25	0.25	0.25	0.042953306722879565
806000	-4643.8709110769805	-4602.064918910387	-41.80599216659388	-4602.064918910387	6.893011340896557	38.19465418704184	28.867116568795478	9.32753761824636	0	9	38	21	0	0.43715784963020266	3.289357247071752	0.7515191610463223	20.12271321216827	5.1926821774760574E-8	0.8246856826380488	0.1884158654079877	2.272807885355883E-7	0.00389126630628245	2.0	0.25	0.25	0.25	0.25	0.16888278595452275
807000	-4656.583744187739	-4611.009754297274	-45.573989890464794	-4611.009754297274	6.872278629589068	37.99960991364251	29.793411009416303	8.20619890422621	0	10	39	20	0	0.5523493702174902	3.2916402622249734	0.7026727815661609	13.480443170714276	8.454636398684765E-8	1.0744307239122768	0.22936079438439658	3.9605378637770954E-7	0.004582089525053468	2.0	0.25	0.25	0.25	0.25	0.16888278595452275
808000	-4659.45051252853	-4609.722673072959	-49.72783945557117	-4609.722673072959	6.878247754737556	39.117477136764585	31.342936970096744	7.7745401666678395	0	11	40	19	0	0.49939972656392084	3.298486465984417	0.6779848782911462	19.045317585954628	1.535313704298274E-7	1.479868692323534	0.30417847870490217	7.469505053612036E-7	0.004604872091328719	2.0	0.25	0.25	0.25	0.25	0.1575204950827488
809000	-4657.460947959215	-4611.479747367312	-45.9812005919035	-4611.479747367312	7.191228643901197	39.93947166679259	32.02909651212233	7.910375154670261	0	11	40	19	0	0.7725876741879868	2.4164795723069394	0.42490214101003565	17.553688455601286	1.2433047530537455E-7	1.7610049004068256	0.30964662854471753	7.070852904541E-7	0.003782474853592401	2.0	0.25	0.25	0.25	0.25	0.24914421381455693
810000	-4660.902324166627	-4610.524579725191	-50.37774444143649	-4610.524579725191	7.140774865505565	40.61394823384514	32.06237839628395	8.551569837561209	0	10	39	20	0	0.7824474326803623	1.9422377136557305	0.398153423900364	23.782443282196674	1.1929879437211778E-7	1.274960540508081	0.26136342682053937	5.819530957522812E-7	0.0035933948199609227	2.0	0.25	0.25	0.25	0.25	0.24914421381455693
811000	-4661.190221373999	-4605.887598267382	-55.30262310661667	-4605.887598267382	7.169006090827631	42.05546785903242	33.85527016946526	8.200197689567172	0	10	39	20	0	1.4283845328501	1.9369968359612588	0.23794805266208577	17.50218834706928	2.1233087007446884E-7	1.1319224691759417	0.13904965785409373	1.7284622374918917E-6	0.0038153611329411826	2.0	0.25	0.25	0.25	0.25	0.24914421381455693
812000	-4663.235750903685	-4609.006367271131	-54.22938363255321	-4609.006367271131	7.096908700379034	40.864079238135645	32.15382959933333	8.710249638802308	0	11	40	19	0	1.4200229898932728	1.2720509881182658	0.4046253053372147	17.26755881632666	2.1048356604497968E-7	0.9174837341785907	0.2918413959436548	6.617130086489111E-7	0.003974662123368698	2.0	0.25	0.25	0.25	0.25	0.24914421381455693
