#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="YuleModel.t:NorthAm" spec="beast.base.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:NorthAm" lower="0.0" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:NorthAm" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.NorthAm" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:NorthAm" name="distribution" x="@birthRate.t:NorthAm">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:NorthAm" name="distribution">
#            <parameter id="ucldStdev.c:NorthAm" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha" spec="beast.base.inference.parameter.RealParameter">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta" spec="beast.base.inference.parameter.RealParameter">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@NorthAm" id="treeLikelihood.NorthAm" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:NorthAm">
#            <siteModel id="SiteModel.s:NorthAm" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:NorthAm" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:NorthAm" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:NorthAm" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:NorthAm" spec="beast.base.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:NorthAm" spec="beast.base.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:NorthAm">
#                <LogNormal S="@ucldStdev.c:NorthAm" id="LogNormalDistributionModel.c:NorthAm" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" spec="beast.base.inference.parameter.RealParameter" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="198" id="rateCategories.c:NorthAm" spec="beast.base.inference.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:NorthAm" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	YuleModel	birthRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation
492000	-25711.206544053563	-26336.620086345578	625.4135422920148	-26336.620086345578	0.0017491583005681483	0.0649321230603468	626.5854485070926	1482.6589399098302	0.5581420147726026	0.9787838389928238	0.32263319411713776	0.5833532345275627
493000	-25714.07328030561	-26341.238169653654	627.164889348045	-26341.238169653654	0.00187086748736412	0.06317135864735882	628.411036846748	1792.4488004426003	0.5798008248321822	0.9859824842399173	0.3498263518492304	0.6099160579264348
494000	-25706.477842981378	-26333.746501424983	627.2686584436066	-26333.746501424983	0.0016964026780593605	0.06340988063616287	628.5398310292062	1711.78337711697	0.5871448032890776	0.9596694684789279	0.3537511170121686	0.6163864797072732
495000	-25713.50403102153	-26328.379878515498	614.8758474939693	-26328.379878515498	0.0017048134619289785	0.0702855453742938	616.345553018945	1118.79104584647	0.6461321768082988	0.9397063672191155	0.43370569425854133	0.7058526200591304
496000	-25724.62335285739	-26342.070172886823	617.4468200294315	-26342.070172886823	0.001732934109571206	0.07008006311582574	618.8020694662198	1311.1895840548593	0.6119719048451377	0.9300592301687516	0.4000985359976825	0.679864711930581
497000	-25713.74361575429	-26332.449250997008	618.7056352427164	-26332.449250997008	0.0016433792401952985	0.06925177977028116	620.0006608850882	1330.9773325490878	0.5941646000341919	0.9093800787796633	0.3633289929006228	0.6592128924352395
498000	-25725.828184130714	-26338.184472742203	612.3562886114895	-26338.184472742203	0.0020483908285638982	0.07395472637096177	613.6497923101714	1397.5185859599708	0.5937161317652301	0.9324758387360219	0.40419547777103115	0.6684086689034503
499000	-25725.339760020055	-26342.937045028364	617.5972850083099	-26342.937045028364	0.0017306433040514195	0.06883200877126215	618.8076443626908	1165.6061824476096	0.569335861091667	0.9407527046717425	0.35634151063495556	0.6216613494320432
500000	-25712.384667523143	-26334.235170852415	621.8505033292729	-26334.235170852415	0.0018481754778636073	0.06730532600950383	622.9803840239289	1534.3638880362473	0.5459695041153961	0.9438910733324773	0.32602026438491294	0.589133495638682
501000	-25714.014784685434	-26340.50974476833	626.494960082895	-26340.50974476833	0.0017491244587241168	0.06385120021408294	627.8041468685352	1402.5449927062234	0.5983411334261945	0.9928843736595374	0.4327947164045955	0.6551394159741609
502000	-25714.18865480872	-26340.562002292398	626.3733474836775	-26340.562002292398	0.0015243403944396835	0.06346600134443793	627.1400021413044	1285.0683720333666	0.44371610974239867	1.0117229811085595	0.2242797476468393	0.4705149912733941
503000	-25701.425906782086	-26324.272140228197	622.8462334461107	-26324.272140228197	0.0016785084734525064	0.06643763862254114	624.1688241611248	1583.2620395980796	0.6023004527182518	1.0230371588267586	0.49035555387264385	0.6853156291970901
504000	-25706.86734485215	-26327.596873592694	620.7295287405424	-26327.596873592694	0.0018019080295221593	0.0680372053001068	621.9921122444294	1437.7156309424715	0.5846218008759205	0.9925095727732078	0.4057574567833565	0.6368940100252235
505000	-25707.412215895773	-26331.55023851298	624.1380226172065	-26331.55023851298	0.0018228000959779106	0.06533819289472907	625.6236594916757	1652.3874778272507	0.6509186542356212	0.9585811860392188	0.3736699128787891	0.639618103842885
506000	-25736.973113142743	-26343.071004365647	606.0978912229035	-26343.071004365647	0.001975916307232435	0.07805980233313563	607.5556838564346	1110.2383412322347	0.6425579651637994	0.9062967738043128	0.33653434524916753	0.6103397592735565
507000	-25709.2626067576	-26327.700066572088	618.4374598144894	-26327.700066572088	0.0018715163759076433	0.06891463435952086	619.9078585919069	1259.2216657718525	0.6463403032565176	0.9267746650024846	0.33182280670455117	0.6032209274414826
508000	-25705.811184801758	-26333.66825003379	627.85706523203	-26333.66825003379	0.001717043815585064	0.06330417131205797	628.9934104076485	1481.022446988237	0.5478376797276612	0.9712291989545594	0.23977835892697355	0.5049643584466152
509000	-25724.172586042056	-26350.02121264563	625.8486266035757	-26350.02121264563	0.001582437428049582	0.06438990126098273	627.4443215748935	1516.2044077247908	0.6841857879902207	0.9997264678493323	0.4399932781739054	0.6740016299380113
510000	-25731.786458340215	-26349.893126442657	618.1066681024414	-26349.893126442657	0.001693733940401311	0.06825235047315918	619.5913690767827	1172.1784943699333	0.6506372606985291	0.9887666664282218	0.4300479722752073	0.6775607159871762
511000	-25711.24959061347	-26336.23068706624	624.9810964527668	-26336.23068706624	0.0016026308562916776	0.06504386491403748	626.2109505053149	1417.975478874887	0.5750308525972049	1.0261137206110145	0.30315112318152065	0.5585654787233233
512000	-25699.926144363668	-26330.313631367328	630.3874870036614	-26330.313631367328	0.0014545343775048077	0.06116057810076069	631.7236943703376	1836.634186059316	0.6063286376293985	1.0516722559770042	0.3552219456647447	0.6095625334967614
513000	-25700.59089873776	-26328.84151776611	628.2506190283538	-26328.84151776611	0.0016328925371667698	0.06318798295854725	629.3052500398151	1540.4705811847373	0.5243392950502058	1.0315066443064338	0.2711827137080986	0.52581233607516
514000	-25707.49653324445	-26331.70740296124	624.2108697167911	-26331.70740296124	0.0017545646864228644	0.0655765403256164	625.6399717040033	1493.0129041045548	0.6339675151887325	1.0288178536574826	0.42159017880862754	0.6690407360153113
515000	-25692.59705313	-26323.736225877357	631.1391727473568	-26323.736225877357	0.0016540006034306569	0.06079100326259732	632.6919767833472	1789.8625152382153	0.6711801839658165	1.0536264096059407	0.535338103475226	0.7404733694933493
516000	-25694.897676958437	-26323.920755712737	629.0230787543004	-26323.920755712737	0.0018758396738129757	0.0621552650134666	630.2709783343457	1413.3544353172313	0.5803143002678737	1.0232738022923995	0.3916583905371998	0.6345028624846214
517000	-25718.47820260772	-26346.060748588618	627.5825459808968	-26346.060748588618	0.002101972502670209	0.06262337751587771	629.2274432087993	1813.9283457404763	0.699167559365955	1.0160700828663956	0.5637604298429933	0.7756627261375746
518000	-25715.391188423313	-26341.300079824403	625.9088914010886	-26341.300079824403	0.0023222356048993465	0.06446383109369568	627.0525621299163	1655.8304330646693	0.5499565693597287	0.9636866501489929	0.3279917288568762	0.5958802218059233
519000	-25725.072052336687	-26342.271796083613	617.1997437469245	-26342.271796083613	0.0022310627722780235	0.07033823440718323	618.5100546415852	1498.000108254266	0.5986729508104631	0.9408401925535844	0.39923960509295153	0.6589602774255178
520000	-25706.56330263331	-26327.81365293574	621.2503503024299	-26327.81365293574	0.0021668267156472647	0.06707080208799074	622.4019725806306	1274.7922002172793	0.5522587663483288	0.966854720761029	0.3144884097042517	0.576718079256898
521000	-25716.474737461675	-26333.78821614564	617.3134786839662	-26333.78821614564	0.002731939542489314	0.07012942950846916	618.7801577897206	1319.5270685533799	0.6452237611112895	0.9453241403236857	0.4416477768753964	0.688178067856034
522000	-25713.499874181634	-26334.628056600704	621.1281824190685	-26334.628056600704	0.0021528707436215037	0.0675291663432285	622.5694551407927	1554.1009037585513	0.6376085814929803	0.9409685969675352	0.4217660796715581	0.6836225863163202
523000	-25711.14906906763	-26321.79962429636	610.6505552287323	-26321.79962429636	0.0024818872588367354	0.0741426290073434	612.2488540331015	1134.719914464596	0.6849769826670229	0.8883539090244374	0.48353188637265243	0.7474449388688154
524000	-25705.06998155417	-26326.63112999882	621.5611484446489	-26326.63112999882	0.0019451975058803522	0.06716513645572257	623.1273872250291	1556.3262412122647	0.6752483945950795	0.9509700308592741	0.64101329434617	0.8152006103223256
525000	-25715.066615152104	-26333.96147411614	618.8948589640361	-26333.96147411614	0.0022380768497370362	0.06896427700405885	620.2053432302023	1302.397456589497	0.5987241307736753	0.9679895965645928	0.38018183597538036	0.6355660898633726
526000	-25702.28965031403	-26320.592575989205	618.3029256751754	-26320.592575989205	0.002146177185644925	0.06822698040419123	619.6186758326548	1172.0287399843203	0.6002791156687888	0.9349155985674082	0.3267413212142537	0.604842515150591
527000	-25716.066730986917	-26339.867421171242	623.800690184325	-26339.867421171242	0.002360457528430962	0.06575801641914973	625.1444092648233	1610.0329525433294	0.6085533938860156	0.9455751130676708	0.3289242345419706	0.6112332104689954
528000	-25713.222949559105	-26338.620027433437	625.3970778743303	-26338.620027433437	0.0023843615714367323	0.06472618730523261	626.8129113435148	1607.7711289077747	0.6300031977778356	0.9341201371997798	0.3090537398333886	0.5927277491610393
529000	-25722.218152092602	-26336.522722152746	614.3045700601443	-26336.522722152746	0.001839755484593284	0.0723362722202073	615.9327105438613	1373.7001194341176	0.6940578641666706	0.92412243645764	0.38001945329897374	0.6687434693976463
530000	-25730.3811020448	-26341.977953175705	611.5968511309021	-26341.977953175705	0.002226485582358743	0.07451045459559058	613.0013563275442	1331.8143697698908	0.6266228791889842	0.9266621495238333	0.2946742986900494	0.5841458277696285
531000	-25719.217475491387	-26344.768971011603	625.5514955202162	-26344.768971011603	0.0017407071753820554	0.06459957819019782	626.781241647309	1665.1789711893098	0.5749992877046222	1.0000368520521192	0.25668770259426493	0.5364660698139408
532000	-25725.81431987672	-26346.89257512862	621.0782552518968	-26346.89257512862	0.0019198587159444307	0.0677782943706048	622.3418166787393	1499.7518591473256	0.5849089345413313	0.9820093147641936	0.31696109021509733	0.5867165047964717
533000	-25742.378594572754	-26349.583430335704	607.2048357629498	-26349.583430335704	0.0021025756497953275	0.07739114290322419	608.5756714033485	1136.0428916786896	0.6165996672645955	0.9226998793731336	0.33619710157632976	0.6372306725287045
534000	-25717.0007895113	-26336.50159534369	619.5008058323889	-26336.50159534369	0.001860125986815345	0.06872667736380068	620.8659486964307	1366.5432207110086	0.6149085031845325	0.9088929597930377	0.3353471226899517	0.6561387015842963
535000	-25713.579875162523	-26333.005787452028	619.4259122895061	-26333.005787452028	0.0018844393024598123	0.0686415516808446	620.7840846276443	1326.0809819910023	0.6128391635798813	0.9575871646183179	0.39601881633223485	0.6737733170333003
536000	-25707.624505181342	-26336.937056743955	629.3125515626114	-26336.937056743955	0.0017374779304361646	0.062429273531472006	630.4949199535268	1553.8792431942632	0.5611823483208888	0.956598732148148	0.30540656478384653	0.5895569864944219
537000	-25705.52004047807	-26321.643313444394	616.123272966326	-26321.643313444394	0.0018791025739292398	0.07128780164584247	617.2769881368306	1326.691307814726	0.5528651036629348	0.9676094159922508	0.31151378567016313	0.5873277475916705
538000	-25726.716006083312	-26342.17163082729	615.455624743979	-26342.17163082729	0.002363547964610111	0.07016175142958717	616.8603449223612	1721.5297912821577	0.626686991961993	0.978291947531608	0.4711905532999806	0.7167656406035305
539000	-25716.618108227995	-26340.95892550328	624.3408172752844	-26340.95892550328	0.0019726072534799978	0.06553920606559746	625.601156770616	1579.9062636404503	0.5839630477061882	1.041081119241516	0.398689714923155	0.6325308436281424
540000	-25696.019620626503	-26327.532289097635	631.5126684711322	-26327.532289097635	0.001930174831973251	0.060836785185732586	633.0571797442518	1598.0520027761556	0.668671579486301	1.010718186435766	0.539696006653163	0.736553541630982
541000	-25682.488846950004	-26311.637964411828	629.149117461823	-26311.637964411828	0.0018513993277847012	0.0624154534391891	630.2523656666582	1468.8567100681632	0.5382894426187246	1.021188577443804	0.37359553185326116	0.5970076483701899
542000	-25683.509964748424	-26315.58573581508	632.0757710666535	-26315.58573581508	0.0016440858505266326	0.06077006333871397	633.1715844551944	1652.8442364267366	0.5361502303138305	1.0493160712243288	0.3355410674624028	0.5642044608761445
543000	-25690.92406440923	-26326.38050418804	635.4564397788095	-26326.38050418804	0.0016826447147860143	0.058635075003138325	636.7223784478217	1692.4687155856595	0.5856070663166819	1.0352579306260463	0.3883999097969475	0.6076455934882998
544000	-25706.039144524937	-26336.577375529778	630.5382310048395	-26336.577375529778	0.0019618098104017077	0.06151148092227896	631.9626415485734	1578.2635750474772	0.6325652052298278	1.0550833485902513	0.49478078772095285	0.6741470542784348
545000	-25709.199335482415	-26328.379623388097	619.1802879056829	-26328.379623388097	0.0022063724205312503	0.0683931505401964	620.7178940743973	1274.9693902324398	0.6665842424882432	0.9740763615571967	0.5596695122920397	0.7383880372964181
546000	-25723.15908954078	-26344.139513672886	620.9804241321089	-26344.139513672886	0.0022375133146608824	0.0679082478933026	622.1816801287232	1442.7242890387208	0.566681077343087	0.9786319820346097	0.358291622820839	0.6087216276407902
547000	-25704.804298695646	-26332.76631457966	627.9620158840168	-26332.76631457966	0.0018184315540486014	0.06281825801370448	629.0606602755403	1379.5317719481516	0.5369645443051198	1.0050267548106018	0.3063778690674847	0.5585382627667205
548000	-25713.297187816224	-26329.404179890465	616.1069920742425	-26329.404179890465	0.002066216848670819	0.07072709990343501	617.5807926469904	1253.6716557454474	0.6473617890321299	0.9732310936971069	0.47385027845961203	0.7075808245702487
549000	-25713.778642743695	-26342.30349735234	628.524854608645	-26342.30349735234	0.0015658908765222275	0.062244553524311234	629.4706881474126	1866.5067617580671	0.4934612749063829	0.9914305470660784	0.22928693086508056	0.49585059824101113
550000	-25707.283608797556	-26337.654900010304	630.3712912127488	-26337.654900010304	0.001792889143698538	0.061826990573758636	631.4182238974706	1547.6340049339349	0.5221387618813518	1.0041154006243047	0.2877599816023025	0.5368755503780904
551000	-25715.868574622164	-26338.115033283695	622.2464586615331	-26338.115033283695	0.0019412470860339882	0.0670469520856947	623.3823204221551	1422.36847033127	0.5476979235600092	0.9764634168066377	0.3356378546983416	0.5833228289257536
552000	-25710.741767006435	-26337.56078550028	626.8190184938479	-26337.56078550028	0.00225402424053075	0.0641460502187127	627.7348446722839	1476.8270309690433	0.4850311737340848	1.0300195807056476	0.2532185376237945	0.49283692805615753
553000	-25714.35726655718	-26348.395032296237	634.0377657390567	-26348.395032296237	0.0016269352213571153	0.05942896263854953	635.1245631881899	1791.1385244771309	0.5335589091800427	1.0312939505632108	0.30181528612372904	0.5422930504102329
554000	-25713.205550759627	-26341.99936438047	628.7938136208438	-26341.99936438047	0.001706211969584916	0.06285408939958319	629.8102620036365	1616.4649697348661	0.5134479944804713	1.0278576713999117	0.2911530320353452	0.5284664386723286
555000	-25701.801029198272	-26331.137500185734	629.3364709874611	-26331.137500185734	0.0017092859840564267	0.06222998719512937	630.637118907934	1692.7315751362962	0.5958219757955484	1.0282288401386266	0.3783461671913066	0.5954073750795033
556000	-25714.906631052563	-26344.74811165527	629.8414806027077	-26344.74811165527	0.0019634402046459385	0.06203648835831865	631.1116940527829	1634.3608230780048	0.5868629374303497	1.0305954952541816	0.3402231016426543	0.5694757188422156
557000	-25728.979573737342	-26352.393341023588	623.4137672862445	-26352.393341023588	0.0016727453674737405	0.06509986655592676	624.3356591993725	1850.0637390011573	0.4867321442932813	1.0499748376453717	0.22222435746505342	0.45314986942160174
558000	-25713.07245755462	-26340.508339295928	627.4358817413074	-26340.508339295928	0.001838785327144752	0.06155028096971894	628.0064864622426	2103.9782151571153	0.3910570835888589	1.0481100020305736	0.14851219054489254	0.37405794075171334
559000	-25701.672386252198	-26336.241506932234	634.5691206800354	-26336.241506932234	0.001665827800059534	0.05926171852245886	635.6657711747174	1654.7203819650229	0.5363909850273876	1.0372965771058484	0.2670783421599821	0.5107925177341316
560000	-25699.585680630662	-26323.956058560172	624.3703779295099	-26323.956058560172	0.001793157441310516	0.06554051988865014	625.6285249536273	1568.8281903457707	0.5833195899301388	1.0064080305979408	0.3191762621719743	0.57468967828174
561000	-25717.38281484121	-26342.780649210275	625.3978343690636	-26342.780649210275	0.0020782573144081254	0.06493962243701393	626.5641298631909	1477.4292884252209	0.5565131561911506	1.0148921923822638	0.2866998729155766	0.5508664318142017
562000	-25725.886310955942	-26352.76691744464	626.880606488696	-26352.76691744464	0.0018904504019436122	0.06374435873866537	628.2309619832942	1659.0505060219316	0.6105204296368641	1.025168863544274	0.32486231842474456	0.5875878895674727
563000	-25719.275530470466	-26345.72627705745	626.4507465869845	-26345.72627705745	0.001571185020370365	0.06393728343777057	627.8335793637663	1427.4514873124874	0.6201670471997286	0.9900893733155143	0.29475296148158975	0.5583906851841347
564000	-25717.059205309575	-26338.921251529096	621.8620462195227	-26338.921251529096	0.001813913316753161	0.06685158035550784	623.0121553340335	1667.7446589875021	0.5518204838247831	0.9907581557228775	0.24025165896541897	0.49800925405753976
565000	-25726.307231793126	-26353.808909265455	627.5016774723297	-26353.808909265455	0.0018899873057083908	0.06341620792839896	628.8168626895048	1647.303442625729	0.6001122485362296	0.9882252126132715	0.32966765932414677	0.5814607648562471
566000	-25730.58064666487	-26352.90230505178	622.3216583869112	-26352.90230505178	0.0016837104630659412	0.06566424118361362	623.7914142227196	1806.6511894453386	0.6461472805134048	0.9776820641408938	0.4223678441144825	0.6512463360715947
567000	-25729.202477464216	-26352.396744278096	623.1942668138813	-26352.396744278096	0.0021862059827116036	0.06566983216943664	624.4553532683883	1298.5087271650368	0.5841823066365918	1.0138171878256486	0.37659797080927904	0.601398684075706
568000	-25728.976044115832	-26356.214978349577	627.2389342337431	-26356.214978349577	0.0018666894646798523	0.06385794467633872	628.2702869457307	1565.810405382137	0.5176924483222077	1.0341658783452534	0.2935651133515085	0.5149553214696715
569000	-25722.829306030308	-26350.419510881857	627.5902048515503	-26350.419510881857	0.0017677754162534786	0.06312392566857662	629.0351657238275	1434.1346822088963	0.6387128396564252	1.0411468196443143	0.46201106117430313	0.6496097515260403
570000	-25708.725053444443	-26340.974757844175	632.249704399733	-26340.974757844175	0.001774486097239188	0.05830013263865707	633.2302261147515	2231.89650673193	0.5032536911774583	1.0584651007391812	0.2402409338131683	0.48063786660158253
571000	-25704.236067958245	-26333.939544056702	629.7034760984578	-26333.939544056702	0.001580539131297558	0.062190285107443316	630.7709058698057	1513.5216305591084	0.5280028972585634	1.0643367917581554	0.2555169169102955	0.5030615942132339
572000	-25693.28075102226	-26327.470620787255	634.1898697649975	-26327.470620787255	0.0016196961754096082	0.059266715032522094	635.5258967690551	1584.3796630413128	0.6062752418505164	1.047006819476384	0.33743533064203723	0.5833171222257726
573000	-25718.145305635953	-26342.146673819945	624.0013681839923	-26342.146673819945	0.0017736205488702243	0.06593611792254382	625.082429402595	1533.5175109190754	0.5319118478698626	1.0591149989736497	0.28837240004072423	0.5420897679174683
574000	-25709.770737407063	-26335.453025248804	625.6822878417412	-26335.453025248804	0.0019313731926671968	0.06395192823142087	627.1460187915457	1339.9534962548564	0.64433910033782	1.0738314468931038	0.4347562053042077	0.668336296653104
575000	-25705.12736000918	-26335.955166339038	630.8278063298577	-26335.955166339038	0.0017529506915621674	0.06138909088587803	632.175861701637	1600.5797416004293	0.6098385114428395	1.0992198571892344	0.4555029927271605	0.6520966628844684
576000	-25699.455998121495	-26335.466176521048	636.0101783995515	-26335.466176521048	0.001746794558863526	0.058191169946577644	637.4736682831928	1710.1584948168954	0.6442667744976857	1.1050083153604342	0.48454853026740163	0.6711042745662427
577000	-25698.124884763944	-26335.152376581882	637.027491817939	-26335.152376581882	0.0016854320765922691	0.05751627694731145	638.5241222815208	1802.0535418078089	0.654225987834752	1.079871314972392	0.5167199140742444	0.696833761808473
578000	-25717.129366184257	-26342.361912424898	625.2325462406396	-26342.361912424898	0.0018394312335838015	0.06304608512873523	627.0480778850433	1949.5873862886322	0.7516146966092466	1.052705022883822	0.5937664101194586	0.7552384701892679
579000	-25723.32109013124	-26349.487374776472	626.1662846452314	-26349.487374776472	0.0016400406368529228	0.06359877977896596	627.7071688531556	1348.7097025530904	0.6675749880072148	1.113233651346288	0.4448299462373937	0.6442177590553774
580000	-25701.396561700367	-26335.137828484538	633.7412667841712	-26335.137828484538	0.0018402493277109974	0.059391345173626986	635.3489698539495	1591.3237033169098	0.6878360937476992	1.129488326138409	0.551329202420529	0.7079352919850619
581000	-25693.741050460798	-26336.910815381176	643.1697649203788	-26336.910815381176	0.0017441253427723693	0.05401877071719035	644.8262714169999	1864.2847720068407	0.7027120275205696	1.153879500609114	0.5736186126413528	0.7094639367671933
582000	-25703.924898390385	-26342.397027103085	638.4721287127009	-26342.397027103085	0.001636448236038255	0.056474362926473315	639.9992942966088	1923.6076688126489	0.6634307597485417	1.120119464116866	0.5284350420218915	0.6642867817961974
583000	-25690.748405667167	-26330.76615539954	640.0177497323708	-26330.76615539954	0.0016875831544680049	0.055285623939751	641.700074606609	2035.0812549166956	0.710607533931667	1.172098492364544	0.5852602016819272	0.7022286792376794
584000	-25686.264837165327	-26326.1212635266	639.8564263612719	-26326.1212635266	0.0015283626606253872	0.05585374773180658	641.4760287758702	1833.6834797574209	0.6914572345214752	1.1821237240776028	0.47094714918933833	0.6348606888752358
585000	-25680.811568065328	-26325.954189951528	645.1426218862	-26325.954189951528	0.0013461774019277143	0.05201997393072466	646.6618322014532	2302.001458737163	0.6610300487489363	1.1983178097812341	0.47515003635039477	0.6416874518230418
586000	-25688.284894270306	-26325.336810742865	637.0519164725606	-26325.336810742865	0.0015277254434058764	0.05735079180207503	638.8160106862133	1650.1099410850309	0.7357271831536119	1.2047441193225663	0.6053902156527452	0.7083295291008634
587000	-25678.27225289432	-26324.233510931044	645.9612580367256	-26324.233510931044	0.0014342564663161641	0.05249069255629061	647.5665464375825	1796.542268387937	0.6871017477307627	1.1523143161746348	0.5743260590158789	0.6943660667326954
588000	-25685.424175826774	-26321.38529080512	635.9611149783439	-26321.38529080512	0.0016065667474589383	0.05787188328343143	637.4051650155417	1908.4266524608217	0.6384400908686614	1.121361978036274	0.46463251799184146	0.6328610750639154
589000	-25689.97828018384	-26332.524254088527	642.5459739046848	-26332.524254088527	0.001599425752752605	0.05429777463864717	644.234296721748	1743.9561963676717	0.71244426845924	1.1288230900286151	0.5950337074249293	0.6952205201726118
590000	-25690.94526679442	-26334.346236265108	643.4009694706872	-26334.346236265108	0.00144764511689633	0.05387931673330369	645.0864339733516	1864.0509660122073	0.7115688570549131	1.1320585791298343	0.6756758923499581	0.7118558299780362
591000	-25678.72702015611	-26320.193026671965	641.4660065158546	-26320.193026671965	0.0015525687172808992	0.05478429953798846	643.3603642735115	1884.048478086707	0.776085172215772	1.1408148269338418	0.8341703551908553	0.7938893429141599
592000	-25682.499199045735	-26318.465834664785	635.9666356190506	-26318.465834664785	0.0016482277134051621	0.05800204940421354	637.7217812958303	1774.3666145425877	0.732969916407544	1.1382412029499291	0.6470146470552331	0.7163676679645937
593000	-25698.55081031106	-26330.357916412835	631.8071061017772	-26330.357916412835	0.0019796612801234485	0.06057210664418117	633.4925629219862	1660.4832173756909	0.7115665044487814	1.075990902133953	0.6148613161726761	0.7153454138237537
594000	-25693.388010959097	-26332.709006108606	639.3209951495077	-26332.709006108606	0.0014234834117984108	0.05589119060586063	640.8368900839345	1578.8422343486927	0.66003008548041	1.1407348617924424	0.4887539818094143	0.6478476170521572
595000	-25686.658771413902	-26327.970666474906	641.3118950610045	-26327.970666474906	0.001423399277220676	0.05419225152914028	643.0506591190773	1529.574776639388	0.7279275356115753	1.1299863605880895	0.7312005149297433	0.7769320535107146
596000	-25707.066505974824	-26339.08326985326	632.0167638784361	-26339.08326985326	0.0017237359521146516	0.06029340101913438	633.7467140333741	1752.543107200892	0.725217356129909	1.0995132078083603	0.6344635692347583	0.7347233342444214
597000	-25698.881890238274	-26331.764327192555	632.8824369542832	-26331.764327192555	0.0014014277737202374	0.05995590392783988	634.4723639721711	1601.9551907302023	0.6824338174298015	1.0877559910965777	0.614502887730092	0.7099007674824025
598000	-25700.124587835948	-26332.293345843907	632.1687580079612	-26332.293345843907	0.001553083146538427	0.058422669690852774	634.1390445156248	1314.2450091453784	0.7997918658160843	1.1289807240122842	0.8349203378561152	0.8196438777880898
599000	-25688.61960842303	-26326.223649392105	637.6040409690751	-26326.223649392105	0.0014736923585429076	0.05707494933663572	639.3300476386586	1796.890582772507	0.7240054160736844	1.0981139355835376	0.6687338519557857	0.7558905560642738
600000	-25695.497677258507	-26330.767267620715	635.2695903622092	-26330.767267620715	0.0017030008443709149	0.058092258555287116	637.033987046496	1900.3386467343646	0.7358204167873207	1.0592826367029162	0.8180486902517184	0.8419412020504305
601000	-25695.297081352895	-26324.64410303053	629.3470216776313	-26324.64410303053	0.0016633417420388531	0.06175547576286092	631.1118551166284	1765.7787524507453	0.7359550462027771	1.0645299402520358	0.8405258929946342	0.8353034966062824
602000	-25696.170754830713	-26329.52769684191	633.3569420111947	-26329.52769684191	0.0014845117865614835	0.05886298602458838	635.1277428022818	1432.3538481397347	0.7377949546468036	1.0759712786380216	0.6818825652603901	0.7792733864640036
603000	-25703.32030958983	-26336.925353498667	633.6050439088372	-26336.925353498667	0.0016300743890785053	0.059698291709108106	634.9327498881113	1633.907148283833	0.6038129804630846	1.0698265526021156	0.428862727945566	0.6115972745391373
604000	-25705.16296791596	-26337.432046335744	632.2690784197837	-26337.432046335744	0.0015470148729285838	0.06041559582265204	633.5563774216989	1535.500532012116	0.5918886071596959	1.0935309315299868	0.4446015254534303	0.6235114910364523
